Probe	Symbol	Description	Chromosome	Chromosome Location	GenBank	Gene	PubMed	Gene Ontology	Pathway
266033_at	MTI1		2	2229539, 2229539, 2229707, 2229665	AT2G05830	815134	15539473, 20627899, 21540433, 24529374, 26662272	GO:0005576: extracellular region, GO:0005739: mitochondrion, GO:0009506: plasmodesma, GO:0010035: response to inorganic substance, GO:0019509: L-methionine salvage from methylthioadenosine, GO:0019509: L-methionine salvage from methylthioadenosine, GO:0043436: oxoacid metabolic process, GO:0046523: S-methyl-5-thioribose-1-phosphate isomerase activity, GO:0046523: S-methyl-5-thioribose-1-phosphate isomerase activity	00270: 00270, 01100: 01100
257021_at	BCAT4	Belongs to the branched-chain amino acid aminotransferase gene family. Encodes a methionine-oxo-acid transaminase. Involved in the methionine chain elongation pathway that leads to the ultimate biosynthesis of methionine-derived glucosinolates.	3	-6846969	AT3G19710	821508	12953064, 16293693, 16552493, 16648215, 17056707, 17114350, 17172353, 18318836, 18375600, 18650403, 23073694, 25851613, 26029237, 31076540, 32732351, 33890000	GO:0004084: branched-chain-amino-acid transaminase activity, GO:0005737: cytoplasm, GO:0005829: cytosol, GO:0009081: branched-chain amino acid metabolic process, GO:0009416: response to light stimulus, GO:0009611: response to wounding, GO:0010326: methionine-oxo-acid transaminase activity, GO:0019761: glucosinolate biosynthetic process	00280: 00280, 00290: 00290, 00770: 00770, 00966: 00966, 01100: 01100, 01110: 01110
251315_at			3	22720921	AT3G61410	825313	12644671, 12795696, 15539473	GO:0003674: molecular_function, GO:0005634: nucleus, GO:0009414: response to water deprivation, GO:0065008: regulation of biological quality	
252427_at	PYE	Encodes POPEYE (PYE), a bHLH transcription factor regulating response to iron deficiency in Arabidopsis roots.	3	17567476, 17567126, 17567126	AT3G47640	823918	11118137, 12679534, 12897250, 14600211, 14645731, 15235117, 20675571, 20978802, 21873619, 23888164, 24377444, 25300251, 25452667, 25794933, 24928490, 28369511, 29321786, 29882068, 30417276, 30623571, 30773647, 30804973, 31776249, 31776233, 32351167, 32692954, 32817691	GO:0003700: DNA-binding transcription factor activity, GO:0003700: DNA-binding transcription factor activity, GO:0005515: protein binding, GO:0005634: nucleus, GO:0005634: nucleus, GO:0006355: regulation of DNA-templated transcription, GO:0010106: cellular response to iron ion starvation, GO:0046983: protein dimerization activity, GO:0055072: iron ion homeostasis	
255075_at	ATL35		4	5812335	AT4G09110	826489	11983057, 15539473, 30169501	GO:0003674: molecular_function	
264479_at			1	-29030998	AT1G77280	844064	12644671, 15047898, 15539473, 14742872, 18650403	GO:0004672: protein kinase activity, GO:0005737: cytoplasm, GO:0005886: plasma membrane, GO:0006468: protein phosphorylation, GO:0009415: response to water, GO:0009611: response to wounding, GO:0009892: negative regulation of metabolic process, GO:0016310: phosphorylation, GO:0044248: cellular catabolic process, GO:0044281: small molecule metabolic process, GO:0098542: defense response to other organism, GO:0098771: inorganic ion homeostasis, GO:1901135: carbohydrate derivative metabolic process	
265083_at			1	-959790	AT1G03820	839400	12177459, 15618413, 16648215, 18650403	GO:0003674: molecular_function, GO:0009507: chloroplast, GO:0048522: positive regulation of cellular process	
245141_at	BEN1	involved in the regulation of brassinosteroid metabolic pathway	2	-18703772	AT2G45400	819146	1354004, 15047898, 15489341, 17521414, 22995285, 23893742, 30570212	GO:0005634: nucleus, GO:0005737: cytoplasm, GO:0009646: response to absence of light, GO:0009813: flavonoid biosynthetic process, GO:0010422: regulation of brassinosteroid biosynthetic process, GO:0016131: brassinosteroid metabolic process, GO:0016132: brassinosteroid biosynthetic process, GO:0016616: oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	
262655_s_at								GO:0005634: nucleus, GO:0006790: sulfur compound metabolic process, GO:0007165: signal transduction, GO:0009507: chloroplast, GO:0009733: response to auxin, GO:0009834: plant-type secondary cell wall biogenesis, GO:0010035: response to inorganic substance, GO:0010817: regulation of hormone levels, GO:0016614: oxidoreductase activity, acting on CH-OH group of donors, GO:0050660: flavin adenine dinucleotide binding, GO:0071310: cellular response to organic substance, GO:0098771: inorganic ion homeostasis	
266162_at									
264506_at	GLP5, PDGLP1	germin-like protein (GLP5), germin-like protein (GLP5)	1, 1	3093644	AT1G09560	837482	12169696, 14576160, 14617066, 14595688, 15272873, 15235117, 16911220, 16998091, 17335514, 18650403, 18796151, 20736450, 22960910, 25366567, 27247031	GO:0005576: extracellular region, GO:0005634: nucleus, GO:0009505: plant-type cell wall, GO:0009506: plasmodesma, GO:0009506: plasmodesma, GO:0010497: plasmodesmata-mediated intercellular transport, GO:0010497: plasmodesmata-mediated intercellular transport, GO:0030145: manganese ion binding, GO:2000280: regulation of root development, GO:2000280: regulation of root development	
253815_at	ATEXPB3, ATHEXP, EXPB3	putative beta-expansin/allergen protein. Naming convention from the Expansin Working Group (Kende et al, 2004. Plant Mol Bio).  Involved in the formation of nematode-induced syncytia in roots of Arabidopsis thaliana., putative beta-expansin/allergen protein. Naming convention from the Expansin Working Group (Kende et al, 2004. Plant Mol Bio).  Involved in the formation of nematode-induced syncytia in roots of Arabidopsis thaliana., putative beta-expansin/allergen protein. Naming convention from the Expansin Working Group (Kende et al, 2004. Plant Mol Bio).  Involved in the formation of nematode-induced syncytia in roots of Arabidopsis thaliana.	4, 4, 4	-13999625, -14000038	AT4G28250	828940	11641069, 11891242, 15247402, 15713015, 15546358, 16236154, 16553896, 16942607, 16927204, 17061125, 17497164, 17496105, 17587374, 18053238, 18334669, 18650403, 23148892, 23134674	GO:0005576: extracellular region, GO:0005576: extracellular region, GO:0006949: syncytium formation, GO:0006949: syncytium formation, GO:0009506: plasmodesma, GO:0009826: unidimensional cell growth, GO:0009828: plant-type cell wall loosening, GO:0019953: sexual reproduction	
252183_at	UGT72E1	UGT72E1 is an UDPG:coniferyl alcohol glucosyltransferase which specifically glucosylates sinapyl- and coniferyl aldehydes. The enzyme is thought to be involved in lignin metabolism.	3	-18855043	AT3G50740	824238	14535883, 15342621, 15539473, 15772289, 16995900, 17149585, 18493073, 18545707, 24320620, 29382843, 32847109	GO:0009507: chloroplast, GO:0009808: lignin metabolic process, GO:0016757: glycosyltransferase activity, GO:0047209: coniferyl-alcohol glucosyltransferase activity	00940: 00940
251012_at			5	579744, 579852	AT5G02580	831095	17630276, 18252252, 18650403, 23517122	GO:0005575: cellular_component, GO:0008610: lipid biosynthetic process, GO:0009414: response to water deprivation, GO:0010015: root morphogenesis, GO:0046148: pigment biosynthetic process, GO:0098771: inorganic ion homeostasis, GO:1901575: organic substance catabolic process, GO:1901617: organic hydroxy compound biosynthetic process	
260831_at	CEPD1, ROXY6		1, 1	2097106	AT1G06830	837195	15632145, 15546358, 16299171, 16720602, 17031546, 17028338, 18552355, 22207719, 28319056, 30082496, 30424734, 32005881, 32317363, 33686225	GO:0005515: protein binding, GO:0005634: nucleus, GO:0005634: nucleus, GO:0005737: cytoplasm, GO:0005737: cytoplasm, GO:0005737: cytoplasm, GO:0006995: cellular response to nitrogen starvation, GO:0097573: glutathione oxidoreductase activity	
263594_at	ATPAP7, PAP7		2, 2	-391421	AT2G01880	814719	12021284, 14701923, 15047898, 15333753, 15634198, 15695462, 15539473, 16244908, 17061125, 17637675, 20226671, 26649560, 28935841, 33557197	GO:0003993: acid phosphatase activity, GO:0003993: acid phosphatase activity, GO:0005576: extracellular region, GO:0008198: ferrous iron binding, GO:0008199: ferric iron binding, GO:0010015: root morphogenesis, GO:0016311: dephosphorylation, GO:0043436: oxoacid metabolic process, GO:0048589: developmental growth, GO:0071554: cell wall organization or biogenesis, GO:0090558: plant epidermis development	
250248_at	ZIF1	Encodes ZIF1 (ZINC-INDUCED FACILITATOR1), a member of the Major Facilitator Superfamily (MFS) of membrane proteins which are found in all organisms and transport a wide range of small, organic molecules. Involved in a mechanism of Zn sequestration, possibly by transport of a Zn ligand or Zn-ligand complex into vacuoles.	5	4432306	AT5G13740	831219	14623097, 15258262, 15235117, 15574398, 16478044, 18775970, 18631293, 20675571, 22374397, 27247031, 32351167	GO:0005737: cytoplasm, GO:0005739: mitochondrion, GO:0005886: plasma membrane, GO:0009624: response to nematode, GO:0009705: plant-type vacuole membrane, GO:0009705: plant-type vacuole membrane, GO:0010043: response to zinc ion, GO:0022821: solute:potassium antiporter activity, GO:0022857: transmembrane transporter activity, GO:0055069: zinc ion homeostasis, GO:0055085: transmembrane transport, GO:0090333: regulation of stomatal closure	
262868_at	CDI		1	-24137405	AT1G64980	842806	16242667, 18650403, 18775970, 22569258	GO:0003674: molecular_function, GO:0005634: nucleus, GO:0005829: cytosol, GO:0009507: chloroplast, GO:0009846: pollen germination, GO:0009860: pollen tube growth	
257382_at	ATWRKY54, WRKY54	member of WRKY Transcription Factor; Group III, member of WRKY Transcription Factor; Group III	2, 2	-17000419	AT2G40750	818670	10785665, 11118137, 15086800, 15375205, 16864593, 17114354, 17316173, 17496105, 17581762, 17096590, 18671872, 18650403, 21988475, 22268143, 22316300, 23815736, 24377444, 28032643, 28118091, 28576847, 28837631, 33049445, 34120569	GO:0000302: response to reactive oxygen species, GO:0000976: transcription cis-regulatory region binding, GO:0003700: DNA-binding transcription factor activity, GO:0003700: DNA-binding transcription factor activity, GO:0003700: DNA-binding transcription factor activity, GO:0005515: protein binding, GO:0005634: nucleus, GO:0005634: nucleus, GO:0006355: regulation of DNA-templated transcription, GO:0006970: response to osmotic stress, GO:0009751: response to salicylic acid, GO:0010104: regulation of ethylene-activated signaling pathway, GO:0031347: regulation of defense response, GO:0042742: defense response to bacterium, GO:0047484: regulation of response to osmotic stress, GO:0050832: defense response to fungus, GO:0090333: regulation of stomatal closure, GO:1900056: negative regulation of leaf senescence, GO:1900457: regulation of brassinosteroid mediated signaling pathway, GO:2000022: regulation of jasmonic acid mediated signaling pathway, GO:2000031: regulation of salicylic acid mediated signaling pathway, GO:2000070: regulation of response to water deprivation	
249476_at			5	15578763	AT5G38910	833883	15489280, 17028338	GO:0005576: extracellular region, GO:0008150: biological_process, GO:0030145: manganese ion binding	
259221_s_at								GO:0004629: phospholipase C activity, GO:0005515: protein binding, GO:0005829: cytosol, GO:0005886: plasma membrane, GO:0005886: plasma membrane, GO:0009247: glycolipid biosynthetic process, GO:0009395: phospholipid catabolic process, GO:0009395: phospholipid catabolic process, GO:0009395: phospholipid catabolic process, GO:0016036: cellular response to phosphate starvation, GO:0034480: phosphatidylcholine phospholipase C activity, GO:0052713: inositol phosphorylceramide phospholipase activity	
251987_at	CYP71B5	cytochrome P450 monooxygenase	3	19755689	AT3G53280	824495	9620263, 15082927, 15539473, 17227549, 18650403, 18772308, 20627899, 21315474, 27247031	GO:0005506: iron ion binding, GO:0009507: chloroplast, GO:0016705: oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, GO:0020037: heme binding, GO:0050832: defense response to fungus	00903: 00903, 00945: 00945, 01100: 01100, 01110: 01110
267590_at	ATEXP4, ATEXPA4, ATHEXP, EXPA4, XPA4	putative expansin. Naming convention from the Expansin Working Group (Kende et al, 2004. Plant Mol Bio).  Involved in the formation of nematode-induced syncytia in roots of Arabidopsis thaliana., putative expansin. Naming convention from the Expansin Working Group (Kende et al, 2004. Plant Mol Bio).  Involved in the formation of nematode-induced syncytia in roots of Arabidopsis thaliana., putative expansin. Naming convention from the Expansin Working Group (Kende et al, 2004. Plant Mol Bio).  Involved in the formation of nematode-induced syncytia in roots of Arabidopsis thaliana., putative expansin. Naming convention from the Expansin Working Group (Kende et al, 2004. Plant Mol Bio).  Involved in the formation of nematode-induced syncytia in roots of Arabidopsis thaliana., putative expansin. Naming convention from the Expansin Working Group (Kende et al, 2004. Plant Mol Bio).  Involved in the formation of nematode-induced syncytia in roots of Arabidopsis thaliana.	2, 2, 2, 2, 2	-16543832	AT2G39700	818553	11641069, 11891242, 12169696, 14973164, 15047898, 15215502, 15763661, 15923329, 16055634, 16258012, 16287169, 16367961, 16942607, 17061125, 17189325, 17497164, 18650403, 18775970, 28349287, 29777364, 33578704	GO:0005576: extracellular region, GO:0006949: syncytium formation, GO:0009505: plant-type cell wall, GO:0009506: plasmodesma, GO:0009664: plant-type cell wall organization, GO:0009826: unidimensional cell growth, GO:0009828: plant-type cell wall loosening	
249576_at			5	-14973353	AT5G37690	833748	28840447	GO:0009507: chloroplast, GO:0016788: hydrolase activity, acting on ester bonds	
257062_at	BTS, EMB2454	Encodes BRUTUS (BTS), a putative E3 ligase protein with metal ion binding and DNA binding domains, which negatively regulates the response to iron deficiency., Encodes BRUTUS (BTS), a putative E3 ligase protein with metal ion binding and DNA binding domains, which negatively regulates the response to iron deficiency.	3, 3	6273966	AT3G18290	821357	11983057, 14576160, 14722088, 15086800, 15266054, 15644464, 15890746, 18775970, 18854047, 20675571, 21139083, 23888164, 24253678, 25452667, 25794933, 27247031, 27359166, 24928490, 28369511, 28620661, 28744713, 29878379, 30815004, 30804973, 31334862, 31519798, 31676164, 31776249, 31776233, 32351167, 32817691, 33751120	GO:0005506: iron ion binding, GO:0005515: protein binding, GO:0005634: nucleus, GO:0005634: nucleus, GO:0005634: nucleus, GO:0006511: ubiquitin-dependent protein catabolic process, GO:0008270: zinc ion binding, GO:0009793: embryo development ending in seed dormancy, GO:0010106: cellular response to iron ion starvation, GO:0010106: cellular response to iron ion starvation, GO:0060586: multicellular organismal iron ion homeostasis, GO:0061630: ubiquitin protein ligase activity, GO:0061630: ubiquitin protein ligase activity, GO:0071456: cellular response to hypoxia	
253658_at	ATHMA3, HMA3	encodes a protein similar to Zn-ATPase, a P1B-type ATPases transport zinc, encodes a protein similar to Zn-ATPase, a P1B-type ATPases transport zinc	4, 4	-14730215	AT4G30120	829135	11402198, 15347784, 15539473, 16154798, 16460505, 16608451, 16844841, 16911220, 16998091, 17447913, 19036834, 21457363, 22123088, 22184655, 22268161, 22969436, 28113076, 28588597, 29667322, 31862901	GO:0005385: zinc ion transmembrane transporter activity, GO:0005524: ATP binding, GO:0005774: vacuolar membrane, GO:0005886: plasma membrane, GO:0015086: cadmium ion transmembrane transporter activity, GO:0015662: P-type ion transporter activity, GO:0016887: ATP hydrolysis activity, GO:0019829: ATPase-coupled cation transmembrane transporter activity, GO:0046872: metal ion binding, GO:0071585: detoxification of cadmium ion	
246142_at			5	6746814	AT5G19970	832119		GO:0004842: ubiquitin-protein transferase activity, GO:0005634: nucleus, GO:0005739: mitochondrion, GO:0009639: response to red or far red light, GO:0031146: SCF-dependent proteasomal ubiquitin-dependent protein catabolic process, GO:0042446: hormone biosynthetic process, GO:0048364: root development, GO:0098771: inorganic ion homeostasis	
250869_at	TFL-1, TFL1	Controls inflorescence meristem identity. Involved in the floral initiation process. Ortholog of the Antirrhinum gene CENTRORADIALIS (CEN). Involved in protein trafficking to the protein storage vacuole., Controls inflorescence meristem identity. Involved in the floral initiation process. Ortholog of the Antirrhinum gene CENTRORADIALIS (CEN). Involved in protein trafficking to the protein storage vacuole.	5, 5	-1024500	AT5G03840	831683	10743661, 10648231, 10583960, 10518493, 10368173, 10097382, 10021331, 9721681, 9570763, 9521899, 9611176, 9401118, 9108281, 8974397, 8787738, 7781888, 11244130, 11318875, 11553753, 11973317, 12148532, 12324621, 12271079, 12941876, 14563931, 14682620, 16170456, 16359391, 16424903, 16676184, 17369370, 17486756, 18003908, 17993543, 18203732, 18192437, 18273534, 18791256, 19168455, 15740643, 15894619, 18713382, 19570813, 19187043, 19947977, 20219831, 20421496, 20409005, 20360106, 20551347, 20514542, 20930566, 21054410, 21333657, 21498681, 21531759, 21890645, 22331140, 22427344, 22535321, 22525246, 23095045, 23022687, 23020222, 23175671, 23404901, 23537632, 23452177, 23543784, 23956129, 24038650, 23998891, 24082137, 24308826, 24532592, 25005919, 24989784, 25663621, 25636918, 25820621, 26019254, 26825444, 26807727, 26950112, 27385013, 27375201, 25598141, 28225036, 27033976, 27389636, 28873010, 29281116, 29709075, 30468542, 30853243, 30943325, 31085653, 31996406, 32839516, 34037275	GO:0003712: transcription coregulator activity, GO:0005634: nucleus, GO:0005634: nucleus, GO:0005737: cytoplasm, GO:0005737: cytoplasm, GO:0005737: cytoplasm, GO:0005773: vacuole, GO:0005886: plasma membrane, GO:0006623: protein targeting to vacuole, GO:0009744: response to sucrose, GO:0009910: negative regulation of flower development, GO:0009910: negative regulation of flower development, GO:0010022: meristem determinacy, GO:0010228: vegetative to reproductive phase transition of meristem, GO:0031982: vesicle	
264071_at	SCPL51		2	-11885571, -11885571, -11885571	AT2G27920	817336	15047898, 15531708, 17293567, 17384169, 18571878, 23858430, 27707774	GO:0004185: serine-type carboxypeptidase activity, GO:0005576: extracellular region, GO:0019748: secondary metabolic process, GO:0048589: developmental growth	
251704_at			3	20896332	AT3G56360	824803	11752382, 14576160, 15688252, 18775970, 21908688	GO:0003674: molecular_function, GO:0006970: response to osmotic stress, GO:0009536: plastid, GO:0019748: secondary metabolic process, GO:0071215: cellular response to abscisic acid stimulus, GO:0098771: inorganic ion homeostasis	
253503_at	CYP82C3	member of CYP82C	4	15455083	AT4G31950	829325	15235117, 15539473, 16998091, 21315474, 22116654	GO:0005506: iron ion binding, GO:0016705: oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, GO:0020037: heme binding, GO:0098542: defense response to other organism	
254326_at			4	-11901703	AT4G22610	828357	15047898, 15191737, 17227549, 17637675, 18603616, 23148892	GO:0003674: molecular_function, GO:0005576: extracellular region, GO:0006952: defense response, GO:0006979: response to oxidative stress, GO:0009414: response to water deprivation, GO:0009737: response to abscisic acid, GO:0009753: response to jasmonic acid, GO:0019752: carboxylic acid metabolic process, GO:0098542: defense response to other organism	
254802_at	XTH2		4	-7631535	AT4G13090	826923	11673616, 12514239, 15720654	GO:0004553: hydrolase activity, hydrolyzing O-glycosyl compounds, GO:0005576: extracellular region, GO:0010411: xyloglucan metabolic process, GO:0016762: xyloglucan:xyloglucosyl transferase activity, GO:0030247: polysaccharide binding, GO:0042546: cell wall biogenesis	
253937_at	MAPKKK16	member of MEKK subfamily	4	13511837	AT4G26890	828796	15235117, 16510518, 21477822, 27490954, 28292003, 32265268	GO:0004672: protein kinase activity, GO:0004672: protein kinase activity, GO:0004674: protein serine/threonine kinase activity, GO:0005515: protein binding, GO:0005634: nucleus, GO:0006468: protein phosphorylation, GO:0006468: protein phosphorylation, GO:0007165: signal transduction, GO:0019901: protein kinase binding, GO:0046777: protein autophosphorylation	
254202_at			4	-12529861	AT4G24140	828514	15047898, 16415209, 16623885, 21637781	GO:0003674: molecular_function, GO:0005737: cytoplasm, GO:0008150: biological_process	
262905_at	ATH7, TH7		1, 1	-21952597	AT1G59730	842266	12912986, 15619004, 16941220, 17031546, 18614707, 32111666	GO:0005515: protein binding, GO:0005737: cytoplasm, GO:0005783: endoplasmic reticulum, GO:0005829: cytosol, GO:0019748: secondary metabolic process	
259819_at	ATMTK, MTK, MTK1	encodes 5-methylthioribose kinase, involved in methionine cycle, encodes 5-methylthioribose kinase, involved in methionine cycle, encodes 5-methylthioribose kinase, involved in methionine cycle	1, 1, 1	18442882	AT1G49820	841405	15557090, 15539473, 17041024, 17144895, 17277896, 18650403, 20627899, 21333657, 21316254, 21540433, 27247031	GO:0019509: L-methionine salvage from methylthioadenosine, GO:0019509: L-methionine salvage from methylthioadenosine, GO:0042802: identical protein binding, GO:0046522: S-methyl-5-thioribose kinase activity, GO:0046522: S-methyl-5-thioribose kinase activity, GO:0046522: S-methyl-5-thioribose kinase activity	
256799_at			3	6393747	AT3G18560	821387	15539473, 27247031, 27053718	GO:0003674: molecular_function, GO:0005575: cellular_component, GO:0009414: response to water deprivation, GO:0009611: response to wounding, GO:0009651: response to salt stress, GO:0009755: hormone-mediated signaling pathway, GO:0010243: response to organonitrogen compound, GO:0019748: secondary metabolic process, GO:0031347: regulation of defense response, GO:0071215: cellular response to abscisic acid stimulus, GO:0098542: defense response to other organism, GO:0098771: inorganic ion homeostasis	
251113_at	ACI1, TRM29	Nuclear protein with a lysine-rich  domain and a C-terminal serine-rich domain. Interacts with Alcatraz (ALC). ACI1 is mainly expressed in the vascular system. Involved in cell separation during fruit dehiscence., Nuclear protein with a lysine-rich  domain and a C-terminal serine-rich domain. Interacts with Alcatraz (ALC). ACI1 is mainly expressed in the vascular system. Involved in cell separation during fruit dehiscence.	5, 5	152446	AT5G01370	831905	16055634, 18713402, 22286137	GO:0005515: protein binding, GO:0005634: nucleus, GO:0005634: nucleus, GO:0010047: fruit dehiscence	
247476_at			5	25031563	AT5G62330	836354		GO:0003674: molecular_function, GO:0005739: mitochondrion, GO:0008150: biological_process	
247967_at	anac099, NAC099, SND5		5, 5, 5	-22918521	AT5G56620	835763	11118137, 15029955, 28441590, 33908063	GO:0000976: transcription cis-regulatory region binding, GO:0000976: transcription cis-regulatory region binding, GO:0003677: DNA binding, GO:0003700: DNA-binding transcription factor activity, GO:0003700: DNA-binding transcription factor activity, GO:0005634: nucleus, GO:0005634: nucleus, GO:0006355: regulation of DNA-templated transcription, GO:0006355: regulation of DNA-templated transcription, GO:0006355: regulation of DNA-templated transcription	
254396_at	AtNPF7.2, NPF7.2, NRT1.8	Encodes a nitrate transporter (NRT1.8).  Functions in nitrate removal from the xylem sap. Mediates cadmium tolerance., Encodes a nitrate transporter (NRT1.8).  Functions in nitrate removal from the xylem sap. Mediates cadmium tolerance., Encodes a nitrate transporter (NRT1.8).  Functions in nitrate removal from the xylem sap. Mediates cadmium tolerance.	4, 4, 4	-11517353	AT4G21680	828255	15539473, 16307366, 17172353, 17304219, 18783601, 20501909, 20837581, 22685171, 25326291, 26508776, 26744214, 26757990, 27707774, 28743909, 29780398, 30619437, 30972097	GO:0005634: nucleus, GO:0005886: plasma membrane, GO:0005886: plasma membrane, GO:0010167: response to nitrate, GO:0015112: nitrate transmembrane transporter activity, GO:0046686: response to cadmium ion	
260582_at			2	-19377575	AT2G47200	819333		GO:0003674: molecular_function, GO:0005739: mitochondrion, GO:0019748: secondary metabolic process	
250152_at	HUP29, PCO1		5, 5	4898641	AT5G15120	831364	15272001, 15546358, 16081496, 16159328, 20097791, 22589469, 24599061, 31519798, 33369516	GO:0001666: response to hypoxia, GO:0005506: iron ion binding, GO:0005634: nucleus, GO:0005634: nucleus, GO:0005829: cytosol, GO:0009061: anaerobic respiration, GO:0009061: anaerobic respiration, GO:0017172: cysteine dioxygenase activity, GO:0070483: detection of hypoxia, GO:0071456: cellular response to hypoxia	00430: 00430, 01100: 01100
261428_at	ATICS2, ICS2	Encodes a protein with isochorismate synthase activity involved in phylloquinone biosynthesis. Mutant studies of this gene's function suggest that its function is redundant with that of ICS1 (AT1G7410)., Encodes a protein with isochorismate synthase activity involved in phylloquinone biosynthesis. Mutant studies of this gene's function suggest that its function is redundant with that of ICS1 (AT1G7410).	1, 1	6515373, 6515644	AT1G18870	838468	12609038, 12777052, 15272873, 15842617, 15870097, 16617180, 16603661, 16720694, 17061125, 17533111, 20736450, 23959884, 28356402, 31087367, 31694900	GO:0008909: isochorismate synthase activity, GO:0008909: isochorismate synthase activity, GO:0008909: isochorismate synthase activity, GO:0009058: biosynthetic process, GO:0009507: chloroplast, GO:0009536: plastid, GO:0009536: plastid, GO:0009697: salicylic acid biosynthetic process, GO:0042372: phylloquinone biosynthetic process, GO:0042372: phylloquinone biosynthetic process	00130: 00130, 01100: 01100, 01110: 01110
