Probe	Symbol	Description	Chromosome	Chromosome Location	GenBank	Gene	PubMed	Gene Ontology	Pathway
251012_at			5	579744, 579852	AT5G02580	831095	17630276, 18252252, 18650403, 23517122	GO:0005575: cellular_component, GO:0008610: lipid biosynthetic process, GO:0009414: response to water deprivation, GO:0010015: root morphogenesis, GO:0046148: pigment biosynthetic process, GO:0098771: inorganic ion homeostasis, GO:1901575: organic substance catabolic process, GO:1901617: organic hydroxy compound biosynthetic process	
262218_at	BTSL1		1	-28089172	AT1G74770	843816	15287975, 28620661, 31413196, 31776249, 31776233	GO:0005515: protein binding, GO:0005634: nucleus, GO:0005634: nucleus, GO:0006511: ubiquitin-dependent protein catabolic process, GO:0006879: cellular iron ion homeostasis, GO:0008270: zinc ion binding, GO:0033212: iron import into cell, GO:0034756: regulation of iron ion transport, GO:0043161: proteasome-mediated ubiquitin-dependent protein catabolic process, GO:0043161: proteasome-mediated ubiquitin-dependent protein catabolic process, GO:0061630: ubiquitin protein ligase activity, GO:0061630: ubiquitin protein ligase activity, GO:0098711: iron ion import across plasma membrane	
264821_at	NET3A		1	-865908, -865895	AT1G03470	839494	12169696, 14977918, 22840520	GO:0003779: actin binding, GO:0005634: nucleus, GO:0005774: vacuolar membrane, GO:0005774: vacuolar membrane, GO:0005884: actin filament, GO:0009416: response to light stimulus, GO:0030163: protein catabolic process, GO:0031965: nuclear membrane, GO:0032787: monocarboxylic acid metabolic process, GO:0044248: cellular catabolic process, GO:0044255: cellular lipid metabolic process, GO:0065008: regulation of biological quality	
262217_at	BTSL1		1	-28089172	AT1G74770	843816	15287975, 28620661, 31413196, 31776249, 31776233	GO:0005515: protein binding, GO:0005634: nucleus, GO:0005634: nucleus, GO:0006511: ubiquitin-dependent protein catabolic process, GO:0006879: cellular iron ion homeostasis, GO:0008270: zinc ion binding, GO:0033212: iron import into cell, GO:0034756: regulation of iron ion transport, GO:0043161: proteasome-mediated ubiquitin-dependent protein catabolic process, GO:0043161: proteasome-mediated ubiquitin-dependent protein catabolic process, GO:0061630: ubiquitin protein ligase activity, GO:0061630: ubiquitin protein ligase activity, GO:0098711: iron ion import across plasma membrane	
248332_at	ATHS83, AtHsp90-1, ATHSP90.1, HSP81-1, HSP81.1, HSP83, HSP90.1	Encodes a cytosolic heat shock protein AtHSP90.1.  AtHSP90.1 interacts with disease resistance signaling components SGT1b and RAR1 and is required for RPS2-mediated resistance., Encodes a cytosolic heat shock protein AtHSP90.1.  AtHSP90.1 interacts with disease resistance signaling components SGT1b and RAR1 and is required for RPS2-mediated resistance., Encodes a cytosolic heat shock protein AtHSP90.1.  AtHSP90.1 interacts with disease resistance signaling components SGT1b and RAR1 and is required for RPS2-mediated resistance., Encodes a cytosolic heat shock protein AtHSP90.1.  AtHSP90.1 interacts with disease resistance signaling components SGT1b and RAR1 and is required for RPS2-mediated resistance., Encodes a cytosolic heat shock protein AtHSP90.1.  AtHSP90.1 interacts with disease resistance signaling components SGT1b and RAR1 and is required for RPS2-mediated resistance., Encodes a cytosolic heat shock protein AtHSP90.1.  AtHSP90.1 interacts with disease resistance signaling components SGT1b and RAR1 and is required for RPS2-mediated resistance., Encodes a cytosolic heat shock protein AtHSP90.1.  AtHSP90.1 interacts with disease resistance signaling components SGT1b and RAR1 and is required for RPS2-mediated resistance.	5, 5, 5, 5, 5, 5, 5	21352557	AT5G52640	835341	10677437, 8676856, 7697294, 18433157, 18650403, 18641404, 18775970, 11599565, 20493581, 21835493, 23827697, 24036116, 27247031, 29722824, 30735606, 30890661, 31217072, 31484414, 31494674, 31680951, 31935463, 32929162, 32967551	GO:0005515: protein binding, GO:0005737: cytoplasm, GO:0005829: cytosol, GO:0005829: cytosol, GO:0005886: plasma membrane, GO:0005886: plasma membrane, GO:0006457: protein folding, GO:0009408: response to heat, GO:0009505: plant-type cell wall, GO:0016887: ATP hydrolysis activity, GO:0032991: protein-containing complex, GO:0034605: cellular response to heat, GO:0042742: defense response to bacterium, GO:0046685: response to arsenic-containing substance, GO:0048471: perinuclear region of cytoplasm, GO:0050821: protein stabilization, GO:0051082: unfolded protein binding, GO:0061077: chaperone-mediated protein folding	04141: 04141, 04626: 04626
258551_at			3	2176788	AT3G06890	819874	15539473, 17565617, 18252252, 18567831	GO:0003674: molecular_function, GO:0005575: cellular_component, GO:0006970: response to osmotic stress, GO:0009611: response to wounding, GO:0009863: salicylic acid mediated signaling pathway, GO:0010035: response to inorganic substance, GO:0010200: response to chitin, GO:0031347: regulation of defense response, GO:0033993: response to lipid, GO:0042742: defense response to bacterium, GO:0050832: defense response to fungus, GO:0098771: inorganic ion homeostasis	
248434_at	HSP23.5		5	20891163	AT5G51440	835218	12969430, 14964527, 15356332, 15695462, 16081496, 16531488, 17085506, 17233795, 17513503, 17905899, 18305208, 18650403, 18783601, 18775970, 18854047, 31261879	GO:0005515: protein binding, GO:0007165: signal transduction, GO:0009408: response to heat, GO:0009507: chloroplast, GO:0010035: response to inorganic substance, GO:0048316: seed development, GO:0071310: cellular response to organic substance	
250248_at	ZIF1	Encodes ZIF1 (ZINC-INDUCED FACILITATOR1), a member of the Major Facilitator Superfamily (MFS) of membrane proteins which are found in all organisms and transport a wide range of small, organic molecules. Involved in a mechanism of Zn sequestration, possibly by transport of a Zn ligand or Zn-ligand complex into vacuoles.	5	4432306	AT5G13740	831219	14623097, 15258262, 15235117, 15574398, 16478044, 18775970, 18631293, 20675571, 22374397, 27247031, 32351167	GO:0005737: cytoplasm, GO:0005739: mitochondrion, GO:0005886: plasma membrane, GO:0009624: response to nematode, GO:0009705: plant-type vacuole membrane, GO:0009705: plant-type vacuole membrane, GO:0010043: response to zinc ion, GO:0022821: solute:potassium antiporter activity, GO:0022857: transmembrane transporter activity, GO:0055069: zinc ion homeostasis, GO:0055085: transmembrane transport, GO:0090333: regulation of stomatal closure	
260668_at	RGAT1		1	6763765	AT1G19530	838540	12773641, 12912986, 15908439, 16081496, 16159328, 16258012, 17937930, 20097791, 27247031, 31519798, 33660280	GO:0003674: molecular_function, GO:0005634: nucleus, GO:0009061: anaerobic respiration, GO:0009061: anaerobic respiration, GO:0071456: cellular response to hypoxia	
247483_at			5	25064793	AT5G62420	836363	17061125, 17662035	GO:0004032: alditol:NADP+ 1-oxidoreductase activity, GO:0005737: cytoplasm, GO:0005829: cytosol, GO:0010035: response to inorganic substance	
250828_at			5	-1556987	AT5G05250	830407	15272873, 15632092, 16998091, 21637781, 23682113	GO:0003674: molecular_function, GO:0043436: oxoacid metabolic process, GO:0065008: regulation of biological quality	
257062_at	BTS, EMB2454	Encodes BRUTUS (BTS), a putative E3 ligase protein with metal ion binding and DNA binding domains, which negatively regulates the response to iron deficiency., Encodes BRUTUS (BTS), a putative E3 ligase protein with metal ion binding and DNA binding domains, which negatively regulates the response to iron deficiency.	3, 3	6273966	AT3G18290	821357	11983057, 14576160, 14722088, 15086800, 15266054, 15644464, 15890746, 18775970, 18854047, 20675571, 21139083, 23888164, 24253678, 25452667, 25794933, 27247031, 27359166, 24928490, 28369511, 28620661, 28744713, 29878379, 30815004, 30804973, 31334862, 31519798, 31676164, 31776249, 31776233, 32351167, 32817691, 33751120	GO:0005506: iron ion binding, GO:0005515: protein binding, GO:0005634: nucleus, GO:0005634: nucleus, GO:0005634: nucleus, GO:0006511: ubiquitin-dependent protein catabolic process, GO:0008270: zinc ion binding, GO:0009793: embryo development ending in seed dormancy, GO:0010106: cellular response to iron ion starvation, GO:0010106: cellular response to iron ion starvation, GO:0060586: multicellular organismal iron ion homeostasis, GO:0061630: ubiquitin protein ligase activity, GO:0061630: ubiquitin protein ligase activity, GO:0071456: cellular response to hypoxia	
248978_at	AtPP2-A8, PP2-A8		5, 5	-18187630	AT5G45070	834538	12366802, 12529520, 15287975, 28724081	GO:0005737: cytoplasm, GO:0007165: signal transduction, GO:0030246: carbohydrate binding, GO:0043436: oxoacid metabolic process, GO:0050135: NAD(P)+ nucleosidase activity, GO:0061809: NAD+ nucleotidase, cyclic ADP-ribose generating, GO:0098771: inorganic ion homeostasis	
249364_at			5	-16251318	AT5G40590	834057	15713015, 15539473, 16648215, 17061125, 17149585	GO:0001666: response to hypoxia, GO:0003674: molecular_function, GO:0005634: nucleus, GO:0042742: defense response to bacterium, GO:0048364: root development, GO:0098542: defense response to other organism	
254976_at			4	6495955	AT4G10510	826643	14697270, 15539473, 16193095, 16895613, 18772308	GO:0004252: serine-type endopeptidase activity, GO:0004252: serine-type endopeptidase activity, GO:0005576: extracellular region, GO:0005615: extracellular space	
262868_at	CDI		1	-24137405	AT1G64980	842806	16242667, 18650403, 18775970, 22569258	GO:0003674: molecular_function, GO:0005634: nucleus, GO:0005829: cytosol, GO:0009507: chloroplast, GO:0009846: pollen germination, GO:0009860: pollen tube growth	
254020_at	B1, BCH1, BETA-OHASE, chy1	Converts beta-carotene to zeaxanthin via cryptoxanthin., Converts beta-carotene to zeaxanthin via cryptoxanthin., Converts beta-carotene to zeaxanthin via cryptoxanthin., Converts beta-carotene to zeaxanthin via cryptoxanthin.	4, 4, 4, 4	-13093869, -13093869	AT4G25700	828675	8798688, 11587509, 12782726, 14709673, 16492736, 16890225, 18650403, 19147649, 19936058, 21388418, 22513258	GO:0005506: iron ion binding, GO:0009507: chloroplast, GO:0010291: carotene beta-ring hydroxylase activity, GO:0010291: carotene beta-ring hydroxylase activity, GO:0016119: carotene metabolic process, GO:0016123: xanthophyll biosynthetic process	00906: 00906, 01100: 01100, 01110: 01110
252515_at	ATHSP17.4, HSP17.4	member of the class I small heat-shock protein (sHSP) family, which accounts for the majority of sHSPs in maturing seeds, member of the class I small heat-shock protein (sHSP) family, which accounts for the majority of sHSPs in maturing seeds	3, 3	-16984118	AT3G46230	823768	10759505, 8883386, 2482931, 12535341, 12609051, 14973164, 14964527, 15047901, 15282545, 15272873, 16021335, 16081496, 16258017, 16531488, 16679420, 16920880, 16972866, 17220197, 17513503, 18189342, 18272919, 18441212, 18603616, 18725200, 18775970, 28984358, 31261879, 31519798	GO:0005515: protein binding, GO:0005737: cytoplasm, GO:0006457: protein folding, GO:0009408: response to heat, GO:0009408: response to heat, GO:0009628: response to abiotic stimulus, GO:0009651: response to salt stress, GO:0042542: response to hydrogen peroxide, GO:0043621: protein self-association, GO:0051082: unfolded protein binding, GO:0051259: protein complex oligomerization, GO:0071456: cellular response to hypoxia	
263985_at	DJC77		2	17793265	AT2G42750	818875	12169696, 14576160, 15047898, 23894646, 27247031	GO:0005506: iron ion binding, GO:0005829: cytosol, GO:0006082: organic acid metabolic process, GO:0009055: electron transfer activity, GO:0009507: chloroplast, GO:0009507: chloroplast, GO:0044248: cellular catabolic process, GO:0071482: cellular response to light stimulus, GO:0098771: inorganic ion homeostasis, GO:1901575: organic substance catabolic process	
247001_at	ATNRAMP4, NRAMP4	Encodes a member of the Nramp2 metal transporter family; like its homolog Atnramp3, localized in vacuolar membrane. Seedlings of double mutant, atnramp3-1 atnramp4-1, were arrested at early germination., Encodes a member of the Nramp2 metal transporter family; like its homolog Atnramp3, localized in vacuolar membrane. Seedlings of double mutant, atnramp3-1 atnramp4-1, were arrested at early germination.	5, 5	26861266	AT5G67330	836868	10781110, 11500563, 15215502, 15539469, 15531708, 16198592, 16270029, 16478044, 16539600, 16998091, 17409091, 18650403, 19121106, 19545236, 19726572, 19825683, 20181755, 20978802, 21613277, 22998565, 25360591, 26232490, 27247031, 26088788, 28373552, 29573093, 30874615, 31776249	GO:0000325: plant-type vacuole, GO:0005384: manganese ion transmembrane transporter activity, GO:0005384: manganese ion transmembrane transporter activity, GO:0005737: cytoplasm, GO:0005773: vacuole, GO:0005774: vacuolar membrane, GO:0005774: vacuolar membrane, GO:0006828: manganese ion transport, GO:0006828: manganese ion transport, GO:0006875: cellular metal ion homeostasis, GO:0006879: cellular iron ion homeostasis, GO:0009536: plastid, GO:0009624: response to nematode, GO:0010039: response to iron ion, GO:0015086: cadmium ion transmembrane transporter activity, GO:0015103: inorganic anion transmembrane transporter activity, GO:0015691: cadmium ion transport, GO:0015692: lead ion transport, GO:0030001: metal ion transport, GO:0042742: defense response to bacterium, GO:0042742: defense response to bacterium, GO:0046873: metal ion transmembrane transporter activity, GO:0055072: iron ion homeostasis, GO:0055072: iron ion homeostasis, GO:2000379: positive regulation of reactive oxygen species metabolic process, GO:2000379: positive regulation of reactive oxygen species metabolic process	
252364_at			3	-17943933	AT3G48450	824004	15539473, 18775970, 23054470	GO:0003674: molecular_function, GO:0005634: nucleus, GO:0005886: plasma membrane, GO:0009611: response to wounding, GO:0009753: response to jasmonic acid, GO:0016053: organic acid biosynthetic process, GO:0048638: regulation of developmental growth, GO:0051239: regulation of multicellular organismal process, GO:0098542: defense response to other organism, GO:1901605: alpha-amino acid metabolic process, GO:2000241: regulation of reproductive process	
251755_at			3	20708196	AT3G55790	824745	12068095, 12805588, 16258011, 21398256	GO:0003674: molecular_function, GO:0005576: extracellular region, GO:0016020: membrane, GO:0071456: cellular response to hypoxia	
258930_at	HRA1		3	-3096345	AT3G10040	820165	11118137, 16033780, 16463051, 23517122, 25226037, 28487707, 30356219, 31488841, 31519798, 31806676	GO:0000976: transcription cis-regulatory region binding, GO:0003700: DNA-binding transcription factor activity, GO:0005515: protein binding, GO:0005634: nucleus, GO:0005634: nucleus, GO:0006355: regulation of DNA-templated transcription, GO:0010629: negative regulation of gene expression, GO:0071456: cellular response to hypoxia, GO:1900037: regulation of cellular response to hypoxia	
253416_at	AtPDC1, PDC1		4, 4	-15952257	AT4G33070	829444	12368499, 12805625, 15165189, 15272873, 15489341, 15734912, 15734908, 15708574, 16033780, 16055689, 16121258, 16081496, 16258011, 16236154, 16463051, 16941219, 15708347, 17172353, 18053238, 18230142, 18354039, 18441224, 18702669, 20736450, 23573000, 23682113, 26566261, 27191596, 27835985, 29777132, 31488841, 31519798, 33028901, 33616649, 33790927	GO:0000287: magnesium ion binding, GO:0004737: pyruvate decarboxylase activity, GO:0005829: cytosol, GO:0005886: plasma membrane, GO:0009507: chloroplast, GO:0016831: carboxy-lyase activity, GO:0030976: thiamine pyrophosphate binding, GO:0034059: response to anoxia, GO:0071456: cellular response to hypoxia	00010: 00010, 01100: 01100, 01110: 01110
253503_at	CYP82C3	member of CYP82C	4	15455083	AT4G31950	829325	15235117, 15539473, 16998091, 21315474, 22116654	GO:0005506: iron ion binding, GO:0016705: oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, GO:0020037: heme binding, GO:0098542: defense response to other organism	
246142_at			5	6746814	AT5G19970	832119		GO:0004842: ubiquitin-protein transferase activity, GO:0005634: nucleus, GO:0005739: mitochondrion, GO:0009639: response to red or far red light, GO:0031146: SCF-dependent proteasomal ubiquitin-dependent protein catabolic process, GO:0042446: hormone biosynthetic process, GO:0048364: root development, GO:0098771: inorganic ion homeostasis	
263515_at		Encodes a protein of unknown function that is a marker for oxidative stress response.	2	9254378	AT2G21640	816702	12492832, 14671022, 15208394, 16603662, 17122072, 17227549, 18053238, 18424626, 18650403	GO:0003674: molecular_function, GO:0005634: nucleus, GO:0005739: mitochondrion	
259163_at	CBC1		3	-190831	AT3G01490	821136	12119167, 16429265, 17586839, 21477822, 30104254, 31904040	GO:0004674: protein serine/threonine kinase activity, GO:0004712: protein serine/threonine/tyrosine kinase activity, GO:0005515: protein binding, GO:0005524: ATP binding, GO:0005737: cytoplasm, GO:0005829: cytosol, GO:0006468: protein phosphorylation, GO:0006468: protein phosphorylation, GO:0009416: response to light stimulus, GO:0009733: response to auxin, GO:0009888: tissue development, GO:0010087: phloem or xylem histogenesis, GO:0032870: cellular response to hormone stimulus, GO:0071369: cellular response to ethylene stimulus	
259871_at	AtVTL2, VTL2		1, 1	28829243	AT1G76800	844014	17028341, 20627899, 21411332, 25360591	GO:0005381: iron ion transmembrane transporter activity, GO:0005381: iron ion transmembrane transporter activity, GO:0005384: manganese ion transmembrane transporter activity, GO:0005774: vacuolar membrane, GO:0006879: cellular iron ion homeostasis, GO:0006880: intracellular sequestering of iron ion, GO:0006880: intracellular sequestering of iron ion, GO:0010039: response to iron ion, GO:0016020: membrane, GO:0030026: cellular manganese ion homeostasis	
264217_at	AtPUB19, PUB19		1, 1	22198266	AT1G60190	842314	12432076, 12481097, 12946625, 14690509, 16920872, 17337630, 19014467, 20736450, 21502661, 21815976, 22829319, 23517122, 27247031, 27956469, 30193177, 29237060	GO:0004842: ubiquitin-protein transferase activity, GO:0005634: nucleus, GO:0005737: cytoplasm, GO:0009507: chloroplast, GO:0010029: regulation of seed germination	
251428_at	BGLU30, DIN2, SRG2	Encodes a protein similar to beta-glucosidase and is a member of glycoside hydrolase family 1. Expression is induced after 24 hours of dark treatment, in senescing leaves and treatment with exogenous photosynthesis inhibitor. Induction of gene expression was suppressed in excised leaves supplied with sugar. The authors suggest that the gene's expression pattern is responding to the level of sugar in the cell., Encodes a protein similar to beta-glucosidase and is a member of glycoside hydrolase family 1. Expression is induced after 24 hours of dark treatment, in senescing leaves and treatment with exogenous photosynthesis inhibitor. Induction of gene expression was suppressed in excised leaves supplied with sugar. The authors suggest that the gene's expression pattern is responding to the level of sugar in the cell., Encodes a protein similar to beta-glucosidase and is a member of glycoside hydrolase family 1. Expression is induced after 24 hours of dark treatment, in senescing leaves and treatment with exogenous photosynthesis inhibitor. Induction of gene expression was suppressed in excised leaves supplied with sugar. The authors suggest that the gene's expression pattern is responding to the level of sugar in the cell.	3, 3, 3	22216540	AT3G60140	825184	8883383, 11080291, 12481097, 12535340, 11240919, 12805590, 15082927, 15047898, 15208337, 15272001, 15235117, 15319476, 15860015, 15708574, 16100230, 16258017, 16277745, 16514542, 16648215, 16911220, 17063378, 17233795, 17704230, 17786563, 18252252, 18441212, 18452589, 18650403, 18783601, 18775970, 15604686, 23148892, 27247031, 27118254, 32049325, 32111079, 32255184, 33037639, 34035165	GO:0004553: hydrolase activity, hydrolyzing O-glycosyl compounds, GO:0005975: carbohydrate metabolic process, GO:0007568: aging, GO:0008422: beta-glucosidase activity, GO:0009651: response to salt stress, GO:0019762: glucosinolate catabolic process, GO:0102483: scopolin beta-glucosidase activity	
260522_x_at			2	17409370	AT2G41730	818772	12368499, 16081496, 16510518, 16849600, 17010199, 17122072, 18650403, 18702669, 20097791, 21443605	GO:0003674: molecular_function, GO:0005634: nucleus, GO:0005634: nucleus, GO:0005737: cytoplasm, GO:0009061: anaerobic respiration, GO:0009061: anaerobic respiration, GO:0042542: response to hydrogen peroxide	
250231_at	LEP	Encodes a member of the ERF (ethylene response factor) subfamily B-1 of ERF/AP2 transcription factor family (LEAFY PETIOLE). The protein contains one AP2 domain. There are 15 members in this subfamily including ATERF-3, ATERF-4, ATERF-7, and LEAFY PETIOLE.  Acts as a positive regulator of gibberellic acid-induced germination.	5	-4482128	AT5G13910	831238	11118137, 11044410, 15078335, 16339853, 16937017, 17061125, 22995285, 25533953, 27923776, 29074232, 30356219	GO:0000976: transcription cis-regulatory region binding, GO:0003700: DNA-binding transcription factor activity, GO:0005634: nucleus, GO:0006355: regulation of DNA-templated transcription, GO:0009739: response to gibberellin, GO:0010030: positive regulation of seed germination	
252414_at	AtG3Pp1, ATPS3, G3Pp1, PS3	Encodes a Pi starvation-responsive protein AtPS3., Encodes a Pi starvation-responsive protein AtPS3., Encodes a Pi starvation-responsive protein AtPS3., Encodes a Pi starvation-responsive protein AtPS3.	3, 3, 3, 3	-17472297	AT3G47420	823896	14722088, 15539473, 15894620, 16679424, 17085508, 17559508, 18552355, 18650403, 21788361, 23148892, 25697796	GO:0022857: transmembrane transporter activity, GO:0055062: phosphate ion homeostasis, GO:0055062: phosphate ion homeostasis, GO:0055085: transmembrane transport	
264506_at	GLP5, PDGLP1	germin-like protein (GLP5), germin-like protein (GLP5)	1, 1	3093644	AT1G09560	837482	12169696, 14576160, 14617066, 14595688, 15272873, 15235117, 16911220, 16998091, 17335514, 18650403, 18796151, 20736450, 22960910, 25366567, 27247031	GO:0005576: extracellular region, GO:0005634: nucleus, GO:0009505: plant-type cell wall, GO:0009506: plasmodesma, GO:0009506: plasmodesma, GO:0010497: plasmodesmata-mediated intercellular transport, GO:0010497: plasmodesmata-mediated intercellular transport, GO:0030145: manganese ion binding, GO:2000280: regulation of root development, GO:2000280: regulation of root development	
251315_at			3	22720921	AT3G61410	825313	12644671, 12795696, 15539473	GO:0003674: molecular_function, GO:0005634: nucleus, GO:0009414: response to water deprivation, GO:0065008: regulation of biological quality	
252131_at	AtBCS1, AtOM66, BCS1, OM66		3, 3, 3, 3	18929526	AT3G50930	824257	12169696, 14671022, 14730085, 15194820, 15181213, 15235117, 15720654, 15713015, 16258017, 16258012, 16618929, 16766693, 16766691, 17408486, 17888165, 18053238, 18650403, 18702669, 18783601, 25227923, 27247031, 26477606, 30537160, 30918749, 32796124	GO:0002237: response to molecule of bacterial origin, GO:0005739: mitochondrion, GO:0005740: mitochondrial envelope, GO:0005741: mitochondrial outer membrane, GO:0005886: plasma membrane, GO:0008219: cell death, GO:0009411: response to UV, GO:0009617: response to bacterium, GO:0009626: plant-type hypersensitive response, GO:0009863: salicylic acid mediated signaling pathway, GO:0042802: identical protein binding	
264479_at			1	-29030998	AT1G77280	844064	12644671, 15047898, 15539473, 14742872, 18650403	GO:0004672: protein kinase activity, GO:0005737: cytoplasm, GO:0005886: plasma membrane, GO:0006468: protein phosphorylation, GO:0009415: response to water, GO:0009611: response to wounding, GO:0009892: negative regulation of metabolic process, GO:0016310: phosphorylation, GO:0044248: cellular catabolic process, GO:0044281: small molecule metabolic process, GO:0098542: defense response to other organism, GO:0098771: inorganic ion homeostasis, GO:1901135: carbohydrate derivative metabolic process	
250073_at	ENH1		5	5649057, 5649193	AT5G17170	831581	14576160, 14729914, 15322131, 15319476, 17485445, 18650403, 20736450, 23517122, 27247031, 32344669	GO:0003729: mRNA binding, GO:0005506: iron ion binding, GO:0009507: chloroplast, GO:0009507: chloroplast, GO:0009534: chloroplast thylakoid, GO:0009535: chloroplast thylakoid membrane, GO:0009536: plastid, GO:0009941: chloroplast envelope	
263594_at	ATPAP7, PAP7		2, 2	-391421	AT2G01880	814719	12021284, 14701923, 15047898, 15333753, 15634198, 15695462, 15539473, 16244908, 17061125, 17637675, 20226671, 26649560, 28935841, 33557197	GO:0003993: acid phosphatase activity, GO:0003993: acid phosphatase activity, GO:0005576: extracellular region, GO:0008198: ferrous iron binding, GO:0008199: ferric iron binding, GO:0010015: root morphogenesis, GO:0016311: dephosphorylation, GO:0043436: oxoacid metabolic process, GO:0048589: developmental growth, GO:0071554: cell wall organization or biogenesis, GO:0090558: plant epidermis development	
256576_at	PMZ, SAP12	Encodes a putative zinc finger protein (PMZ)., Encodes a putative zinc finger protein (PMZ).	3, 3	10520443	AT3G28210	822447	10907853, 12417700, 15064386, 15235117, 16258017, 16258012, 16214899, 16553893, 16925600, 17033811, 17227549, 17304219, 17722694, 18053238, 18650403, 18783601, 18775970, 19825620, 24377444, 26312768, 32542658	GO:0005634: nucleus, GO:0005737: cytoplasm, GO:0008270: zinc ion binding, GO:0009737: response to abscisic acid	
265674_at									
259370_at			1	25961604	AT1G69050	843237	16291648, 18775970	GO:0003674: molecular_function, GO:0005739: mitochondrion, GO:0007165: signal transduction, GO:0009414: response to water deprivation, GO:0071310: cellular response to organic substance, GO:0098542: defense response to other organism	
258498_at	ABR		3	512220	AT3G02480	821185	15047901, 15247402, 15584951, 15772289, 16121258, 16183833, 16412086, 17122067, 17216481, 17346263, 17888165, 18318901, 18441212, 18599647, 18552355, 18552202, 18808718, 18783601, 18775970, 23148892, 25005920, 27095403, 29490615, 32111079	GO:0003674: molecular_function, GO:0005829: cytosol, GO:0009414: response to water deprivation	
253658_at	ATHMA3, HMA3	encodes a protein similar to Zn-ATPase, a P1B-type ATPases transport zinc, encodes a protein similar to Zn-ATPase, a P1B-type ATPases transport zinc	4, 4	-14730215	AT4G30120	829135	11402198, 15347784, 15539473, 16154798, 16460505, 16608451, 16844841, 16911220, 16998091, 17447913, 19036834, 21457363, 22123088, 22184655, 22268161, 22969436, 28113076, 28588597, 29667322, 31862901	GO:0005385: zinc ion transmembrane transporter activity, GO:0005524: ATP binding, GO:0005774: vacuolar membrane, GO:0005886: plasma membrane, GO:0015086: cadmium ion transmembrane transporter activity, GO:0015662: P-type ion transporter activity, GO:0016887: ATP hydrolysis activity, GO:0019829: ATPase-coupled cation transmembrane transporter activity, GO:0046872: metal ion binding, GO:0071585: detoxification of cadmium ion	
255568_at	AtWRKY22, WRKY22	member of WRKY Transcription Factor; Group II-e, member of WRKY Transcription Factor; Group II-e	4, 4	-522530	AT4G01250	827896	10785665, 11118137, 11875555, 14576160, 14535885, 14623097, 15085136, 15181213, 15505214, 15489280, 15720654, 16244138, 16243907, 16214899, 16553894, 16553893, 16913859, 17059410, 17166839, 17764576, 17722694, 15604721, 18070919, 18263776, 20179141, 20565589, 21359674, 21940998, 22374398, 22550958, 23897923, 23926065, 24456507, 24377444, 26089152, 26780421, 27107291, 28837131, 29090631, 30356219, 31519798, 32138311, 32284544	GO:0000976: transcription cis-regulatory region binding, GO:0000976: transcription cis-regulatory region binding, GO:0003700: DNA-binding transcription factor activity, GO:0003700: DNA-binding transcription factor activity, GO:0005634: nucleus, GO:0005634: nucleus, GO:0006355: regulation of DNA-templated transcription, GO:0010150: leaf senescence, GO:0071456: cellular response to hypoxia	04626: 04626
245141_at	BEN1	involved in the regulation of brassinosteroid metabolic pathway	2	-18703772	AT2G45400	819146	1354004, 15047898, 15489341, 17521414, 22995285, 23893742, 30570212	GO:0005634: nucleus, GO:0005737: cytoplasm, GO:0009646: response to absence of light, GO:0009813: flavonoid biosynthetic process, GO:0010422: regulation of brassinosteroid biosynthetic process, GO:0016131: brassinosteroid metabolic process, GO:0016132: brassinosteroid biosynthetic process, GO:0016616: oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	
258047_at	4CL2, AT4CL2	encodes an isoform of 4-coumarate:CoA ligase (4CL), which is involved in the last step of the general phenylpropanoid pathway. The catalytic efficiency was in the following (descending) order:  p-coumaric acid, caffeic acid, ferulic acid, 5-OH-ferulic acid and cinnamic acid. At4CL2 was unable to use sinapic acid as substrate., encodes an isoform of 4-coumarate:CoA ligase (4CL), which is involved in the last step of the general phenylpropanoid pathway. The catalytic efficiency was in the following (descending) order:  p-coumaric acid, caffeic acid, ferulic acid, 5-OH-ferulic acid and cinnamic acid. At4CL2 was unable to use sinapic acid as substrate.	3, 3	-7454269	AT3G21240	821678	10664468, 10417722, 11576429, 11323416, 12644689, 12819348, 14769935, 15613001, 16099486, 16738863, 19149885, 19269997, 17004303, 20154222, 20736450, 21094613, 21393854, 23012438, 23216753, 23383346, 23774376, 26491147, 31156026, 34053981	GO:0009411: response to UV, GO:0009611: response to wounding, GO:0009620: response to fungus, GO:0009698: phenylpropanoid metabolic process, GO:0016207: 4-coumarate-CoA ligase activity, GO:0016207: 4-coumarate-CoA ligase activity, GO:0016405: CoA-ligase activity	00130: 00130, 00360: 00360, 00940: 00940, 01100: 01100, 01110: 01110
256799_at			3	6393747	AT3G18560	821387	15539473, 27247031, 27053718	GO:0003674: molecular_function, GO:0005575: cellular_component, GO:0009414: response to water deprivation, GO:0009611: response to wounding, GO:0009651: response to salt stress, GO:0009755: hormone-mediated signaling pathway, GO:0010243: response to organonitrogen compound, GO:0019748: secondary metabolic process, GO:0031347: regulation of defense response, GO:0071215: cellular response to abscisic acid stimulus, GO:0098542: defense response to other organism, GO:0098771: inorganic ion homeostasis	
